"date","eu_price","eu_gdtr_l1","eu_gdtr_l2","eu_ndtr_l1","eu_ndtr_l2","eu_gdtr_s1","eu_gdtr_s2","eu_ndtr_s1","eu_ndtr_s2"
1989-04-12,486.75145,637.59043,1124.29815,588.3245,957.33381,46.39917,6.43756,50.29114,7.56427
1989-04-13,479.47831,628.1083,1090.66118,579.5627,928.65205,47.10281,6.63179,51.05486,7.79281
1989-04-14,488.93803,640.55445,1133.69561,591.03204,965.24628,46.18324,6.3718,50.05945,7.4877
1989-04-15,488.06653,639.43478,1129.53491,589.99287,961.68383,46.27754,6.3968,50.16218,7.51724
1989-04-16,485.50485,636.11309,1117.60147,586.9186,951.49321,46.53163,6.46602,50.4384,7.59882
1989-04-17,484.63731,634.99854,1113.48824,585.88414,947.97164,46.62698,6.49148,50.54227,7.6289
1989-04-18,492.88478,645.85806,1151.37772,595.88891,980.18163,45.84338,6.27225,49.69413,7.37164
1989-04-19,493.95968,647.29204,1156.29057,597.20496,984.34083,45.75501,6.24707,49.59893,7.34222
1989-04-20,492.45328,645.34534,1149.13558,595.40168,978.22516,45.90596,6.2873,49.76319,7.38969
1989-04-21,495.19872,648.98495,1161.88644,598.74813,989.04179,45.66139,6.21925,49.49903,7.30999
1989-04-22,495.30382,649.14211,1162.2373,598.88775,989.32261,45.6645,6.21906,49.50284,7.30989
1989-04-23,495.56985,649.51092,1163.34693,599.22226,990.24899,45.6526,6.21478,49.4904,7.305
1989-04-24,495.82702,649.86798,1164.41623,599.5463,991.14102,45.64146,6.21072,49.47877,7.30036
1989-04-25,494.75986,648.493,1159.27974,598.27137,986.74723,45.75196,6.23977,49.5991,7.33466
1989-04-26,496.03174,650.18772,1165.12963,599.82711,991.70134,45.64638,6.20994,49.48528,7.29979
1989-04-27,501.86545,657.88512,1192.52366,606.91425,1014.97184,45.11861,6.0654,48.91427,7.13023
1989-04-28,502.68865,658.98763,1196.33789,607.92486,1018.1965,45.05436,6.04729,48.84514,7.10908
1989-04-29,503.31638,659.83273,1199.21797,608.69841,1020.62737,45.00829,6.03406,48.79568,7.09368
1989-04-30,503.72864,660.39392,1201.05334,609.21053,1022.17017,44.98291,6.02632,48.76862,7.0847
1989-05-01,503.86977,660.59894,1201.57904,609.39416,1022.59909,44.98296,6.02532,48.76912,7.08366
1989-05-02,502.66922,659.05025,1195.71838,607.95839,1017.58824,45.10289,6.0564,48.8997,7.12036
1989-05-03,502.68413,659.08969,1195.63697,607.9893,1017.50068,45.11464,6.05851,48.91288,7.12297
1989-05-04,502.91733,659.41545,1196.59626,608.28426,1018.29846,45.10667,6.05533,48.90468,7.11936
1989-05-05,503.52751,660.23736,1199.35893,609.03659,1020.62924,45.06464,6.04302,48.85959,7.10503
1989-05-06,503.07903,659.66985,1197.07598,608.50744,1018.66747,45.11751,6.05618,48.91738,7.12063
1989-05-07,502.28017,658.64471,1193.13452,607.55551,1015.29293,45.20175,6.07777,49.0092,7.14616
1989-05-08,501.32867,657.42027,1188.47987,606.41968,1011.31073,45.29988,6.10313,49.11612,7.17614
1989-05-09,504.10223,661.09992,1201.56393,609.80228,1022.40536,45.0606,6.03762,48.85763,7.09938
1989-05-10,503.01601,659.69935,1196.24801,608.50378,1017.85971,45.17049,6.06603,48.97731,7.13294
1989-05-11,506.91692,664.86297,1214.75493,613.25351,1033.56318,44.83103,5.97383,48.61029,7.02483
1989-05-12,519.28491,681.14412,1274.0259,628.2545,1083.93801,43.7472,5.68398,47.43639,6.68436
1989-05-13,521.993,684.73917,1287.2399,631.55852,1095.13976,43.53,5.62658,47.20176,6.61711
1989-05-14,524.62411,688.23306,1300.13838,634.76927,1106.07289,43.32157,5.57174,46.97663,6.55287
1989-05-15,526.62956,690.90052,1309.97533,637.21958,1114.40641,43.16738,5.53113,46.81017,6.50531
1989-05-16,526.82635,691.17961,1310.78885,637.47132,1115.07823,43.16372,5.52924,46.80663,6.5032
1989-05-17,533.25497,699.66792,1342.73354,645.28511,1142.20128,42.64777,5.39608,46.24822,6.34689
1989-05-18,543.54148,713.22441,1394.50905,657.77136,1186.18583,41.83545,5.18957,45.36851,6.10431
1989-05-19,545.97825,716.4636,1406.91721,660.74714,1196.6991,41.65863,5.14482,45.17755,6.05189
1989-05-20,549.39501,720.99587,1424.45628,664.9135,1211.56919,41.40825,5.0821,44.90693,5.97836
1989-05-21,556.76154,730.72067,1462.61884,673.86627,1243.97068,40.86283,4.94735,44.3165,5.82013
1989-05-22,559.88151,734.86306,1478.92843,677.67323,1257.79395,40.64418,4.89356,44.08022,5.75707
1989-05-23,550.88726,723.11027,1431.34212,666.82078,1217.26912,41.30744,5.05241,44.8005,5.94421
1989-05-24,554.00817,727.25387,1447.4731,670.62879,1230.94017,41.08424,4.99692,44.55929,5.87915
1989-05-25,552.3046,725.04855,1438.41788,668.58661,1223.20858,41.22224,5.02962,44.70953,5.91776
1989-05-26,543.83204,713.97738,1394.21609,658.36363,1185.56847,41.86512,5.18561,45.40773,6.10156
1989-05-27,546.98597,718.16493,1410.30478,662.21198,1199.20289,41.63323,5.12726,45.15712,6.03313
1989-05-28,552.41837,725.35142,1438.26114,668.82394,1222.92076,41.23023,5.02709,44.72102,5.91554
1989-05-29,554.44854,728.05471,1448.70604,671.3062,1231.76388,41.09012,4.99204,44.56974,5.87448
1989-05-30,554.10855,727.63081,1446.73825,670.90882,1230.06827,41.12767,5.00027,44.61088,5.88427
1989-05-31,551.56102,724.32237,1433.30185,667.84842,1218.60709,41.32836,5.04818,44.82923,5.94083
1989-06-01,552.1097,725.06631,1435.96841,668.52793,1220.85075,41.29965,5.04026,44.79853,5.93163
1989-06-02,554.98571,728.88897,1450.83426,672.03993,1233.44379,41.09549,4.98954,44.5779,5.87215
1989-06-03,551.76612,724.70081,1433.88384,668.16748,1218.99269,41.34511,5.04927,44.84942,5.94265
1989-06-04,547.44861,719.07355,1411.34119,662.96719,1199.78504,41.67974,5.13011,45.2132,6.038
1989-06-05,545.09863,716.02253,1399.09404,660.14465,1189.33856,41.87028,5.17611,45.42056,6.09232
1989-06-06,558.63114,733.86291,1468.54428,676.57512,1248.31277,40.84086,4.92067,44.30508,5.79199
1989-06-07,557.01644,731.772,1459.89398,674.63903,1240.92916,40.97065,4.95108,44.44642,5.82793
1989-06-08,559.00661,734.4241,1470.1965,677.07362,1249.64858,40.83559,4.91756,44.30057,5.78865
1989-06-09,562.80431,739.46458,1490.09539,681.70652,1266.51057,40.56874,4.85242,44.012,5.71221
1989-06-10,566.49843,744.36898,1509.57497,686.21394,1283.01534,40.31304,4.7904,43.7355,5.63943
1989-06-11,570.10349,749.15686,1528.70299,690.6137,1299.22048,40.06708,4.73109,43.46954,5.56984
1989-06-12,573.20855,753.2851,1545.25589,694.40626,1313.23881,39.85956,4.68124,43.24523,5.51137
1989-06-13,567.22069,745.46426,1512.87131,687.18343,1285.66682,40.28656,4.78071,43.70933,5.62868
1989-06-14,568.18709,746.76126,1517.84724,688.37165,1289.86769,40.22965,4.76636,43.64805,5.61191
1989-06-15,566.16749,744.14077,1506.90457,685.94701,1280.5339,40.38399,4.80209,43.8161,5.65413
1989-06-16,559.57189,735.52089,1471.70589,677.98757,1250.57285,40.86496,4.91563,44.33879,5.78804
1989-06-17,558.36115,733.95654,1465.16558,676.53819,1244.98789,40.96519,4.93888,44.44804,5.81554
1989-06-18,557.40644,732.72668,1459.97624,675.39764,1240.55288,41.04721,4.95779,44.53748,5.83793
1989-06-19,555.55514,730.32506,1450.12711,673.17524,1232.15166,41.19517,4.99266,44.6986,5.87914
1989-06-20,549.12463,721.91955,1416.47091,665.41436,1203.50646,41.68272,5.10996,45.22849,6.0175
1989-06-21,553.53893,727.77532,1439.18141,670.79723,1222.75049,41.35813,5.02949,44.87727,5.92299
1989-06-22,548.40445,721.06994,1412.39026,664.6044,1199.94313,41.75249,5.12453,45.30601,6.03514
1989-06-23,553.95591,728.42352,1440.93267,671.36724,1224.13824,41.34012,5.02242,44.85956,5.91515
1989-06-24,553.92893,728.40997,1440.60613,671.34864,1223.83885,41.35425,5.02498,44.8753,5.91827
1989-06-25,553.73157,728.17243,1439.39293,671.12362,1222.78611,41.38118,5.03064,44.90493,5.92505
1989-06-26,553.87477,728.38257,1439.94932,671.31144,1223.23668,41.38278,5.03015,44.90707,5.92457
1989-06-27,557.84021,733.64885,1460.493,676.15102,1240.63709,41.09729,4.95985,44.59821,5.84202
1989-06-28,555.93872,731.1807,1450.38181,673.86732,1232.01526,41.24928,4.99564,44.76374,5.88434
1989-06-29,540.81414,711.35116,1371.43178,655.57488,1164.8886,42.38173,5.26905,45.99382,6.20668
1989-06-30,539.75566,709.98431,1365.87539,654.30808,1160.1443,42.4785,5.29209,46.09932,6.23396
1989-07-01,539.04208,709.06877,1362.06862,653.45804,1156.88832,42.54861,5.30854,46.17586,6.25345
1989-07-02,537.64248,707.25544,1354.81971,651.77945,1150.7043,42.67276,5.33849,46.31114,6.28889
1989-07-03,536.14136,705.30963,1347.08377,649.97826,1144.10609,42.80554,5.37069,46.45579,6.32696
1989-07-04,534.40402,703.05494,1338.19241,647.8918,1136.52499,42.9577,5.40784,46.62153,6.3709
1989-07-05,531.63819,699.45386,1324.21276,644.56317,1124.61622,43.19279,5.46602,46.8774,6.43963
1989-07-06,527.53804,694.10118,1303.67829,639.61933,1107.13699,43.53841,5.55247,47.25333,6.54171
1989-07-07,532.09366,700.14632,1326.12168,645.17588,1126.14835,43.17449,5.4586,46.8594,6.43141
1989-07-08,531.28876,699.11034,1321.92806,644.21477,1122.56466,43.25356,5.47757,46.94568,6.45389
1989-07-09,528.78822,695.8561,1309.35078,641.20624,1111.85002,43.47019,5.5314,47.18153,6.51751
1989-07-10,528.0769,694.94266,1305.64546,640.3583,1108.68189,43.54268,5.5488,47.26066,6.53814
1989-07-11,536.39607,705.9479,1346.73013,650.4833,1143.51424,42.86863,5.37595,46.53021,6.33479
1989-07-12,538.90982,709.29818,1359.23879,653.55889,1154.09467,42.68027,5.3277,46.3266,6.27815
1989-07-13,537.85587,707.93645,1353.74492,652.29733,1149.40548,42.77713,5.35088,46.43222,6.30561
1989-07-14,544.42128,716.6331,1386.72922,660.29527,1177.35736,42.26674,5.22218,45.8793,6.15424
1989-07-15,547.04767,720.13361,1399.99306,663.50865,1188.57602,42.07526,5.17387,45.67229,6.09753
1989-07-16,548.99331,722.73183,1409.80788,665.89242,1196.8725,41.93841,5.13923,45.52444,6.0569
1989-07-17,551.10952,725.55645,1420.53741,668.48418,1205.94328,41.78944,5.10175,45.36346,6.01291
1989-07-18,552.87988,727.92194,1429.50886,670.6542,1213.52484,41.66806,5.07114,45.23235,5.97701
1989-07-19,553.40497,728.63698,1432.02365,671.3062,1215.63643,41.64193,5.06381,45.20441,5.96849
1989-07-20,553.14101,728.31122,1430.45157,671.00024,1214.27987,41.67525,5.07096,45.24099,5.97702
1989-07-21,552.10158,726.96816,1424.88237,669.75596,1209.52682,41.76693,5.09231,45.34099,6.0023
1989-07-22,551.98743,726.8396,1424.08625,669.63154,1208.82929,41.78915,5.09676,45.36553,6.00766
1989-07-23,551.37159,726.05201,1420.7081,668.89938,1205.93875,41.84924,5.11045,45.43118,6.02391
1989-07-24,551.24933,725.91261,1419.87293,668.765,1205.20814,41.87205,5.11505,45.45636,6.02945
1989-07-25,547.61389,721.16718,1401.01748,664.38174,1189.16226,42.16068,5.1846,45.77047,6.11163
1989-07-26,551.28857,726.05622,1419.72875,668.87214,1204.99498,41.8897,5.11697,45.47723,6.03217
1989-07-27,552.8712,728.17363,1427.72282,670.81347,1211.74745,41.78212,5.08974,45.36105,6.00022
1989-07-28,555.97117,732.30368,1443.6315,674.6055,1225.20263,41.55966,5.03459,45.12041,5.93544
1989-07-29,556.77928,733.39355,1447.63571,675.60223,1228.57567,41.51237,5.02219,45.06954,5.92094
1989-07-30,558.08077,735.13793,1454.22498,677.20119,1234.13789,41.42841,5.00092,44.97894,5.89601
1989-07-31,558.8036,736.1149,1457.78891,678.09419,1237.13759,41.38823,4.99026,44.93576,5.88356
1989-08-01,555.43721,731.72172,1440.09067,674.03601,1222.07706,41.64989,5.05241,45.2206,5.95703
1989-08-02,552.34649,727.69012,1423.92799,670.3113,1208.32166,41.89408,5.1107,45.48646,6.02595
1989-08-03,555.3508,731.69492,1439.31014,673.98755,1221.32849,41.67832,5.05709,45.25307,5.96298
1989-08-04,558.81624,736.30999,1457.17156,678.22516,1236.43554,41.43027,4.99593,44.98465,5.8911
1989-08-05,565.43089,745.08311,1491.59635,686.29043,1265.5882,40.95138,4.87949,44.46572,5.75406
1989-08-06,574.29156,756.82024,1538.2835,697.08446,1305.13913,40.32086,4.7283,43.78218,5.57606
1989-08-07,579.33604,763.52382,1565.21835,703.24376,1327.93439,39.97807,4.647,43.41093,5.48043
1989-08-08,573.4478,755.81197,1533.28081,696.12755,1300.7884,40.39598,4.74328,43.86554,5.59418
1989-08-09,570.79348,752.35209,1518.93166,692.93041,1288.57569,40.5951,4.78915,44.08243,5.64845
1989-08-10,569.08916,750.13714,1509.68174,690.88168,1280.69659,40.72874,4.81979,44.22809,5.68473
1989-08-11,574.66401,757.5419,1539.18202,697.68591,1305.66498,40.3409,4.72709,43.80792,5.57565
1989-08-12,575.07552,758.10791,1541.17127,698.20091,1307.32807,40.32484,4.72245,43.79089,5.57028
1989-08-13,575.40344,758.56373,1542.71253,698.61401,1308.6114,40.31468,4.71918,43.78026,5.56653
1989-08-14,576.6855,760.28433,1549.39939,700.19044,1314.25234,40.23732,4.70019,43.69677,5.54426
1989-08-15,581.80885,767.09479,1576.84423,706.44719,1337.47412,39.89098,4.6184,43.32162,5.44802
1989-08-16,582.37903,767.87154,1579.71861,707.15551,1339.88645,39.86451,4.6114,43.29329,5.43988
1989-08-17,583.45733,769.32148,1585.36722,708.48335,1344.64774,39.80309,4.59633,43.22707,5.42222
1989-08-18,588.42011,775.92179,1612.24985,714.54598,1367.38984,39.47549,4.51982,42.87223,5.33219
1989-08-19,586.0807,772.87378,1599.2578,711.7292,1356.33222,39.64435,4.55764,43.05623,5.37696
1989-08-20,580.85018,766.02419,1570.58645,705.40828,1331.96634,40.00958,4.64076,43.45368,5.47522
1989-08-21,578.24719,762.62995,1556.35055,702.27218,1319.85357,40.20087,4.68426,43.66209,5.52671
1989-08-22,578.36492,762.80818,1556.75959,702.42988,1320.17664,40.20569,4.6845,43.66771,5.52709
1989-08-23,580.98301,766.30599,1570.71912,705.63854,1331.96857,40.03553,4.64396,43.48366,5.47946
1989-08-24,596.76097,787.18685,1656.00208,724.84702,1404.21585,38.95858,4.39325,42.31514,5.18394
1989-08-25,594.9991,784.89542,1646.03222,722.72808,1395.72716,39.08532,4.42103,42.45332,5.21684
1989-08-26,595.94777,786.17496,1651.0717,723.89849,1399.97074,39.035,4.40883,42.39911,5.20256
1989-08-27,597.69587,788.51667,1660.58003,726.04519,1407.99481,38.9321,4.38478,42.28793,5.17432
1989-08-28,598.69831,789.86786,1665.93985,727.28135,1412.5091,38.87876,4.37196,42.23045,5.1593
1989-08-29,589.38293,777.63397,1614.03541,716.00139,1368.44078,39.49275,4.50933,42.89826,5.32163
1989-08-30,587.98502,775.81913,1606.18949,714.32228,1361.75778,39.59801,4.53256,43.01308,5.34917
1989-08-31,596.41701,787.00742,1652.22768,724.60655,1400.72417,39.03899,4.40384,42.40689,5.19751
1989-09-01,602.69488,795.35121,1686.92471,732.27234,1430.07603,38.63889,4.31274,41.97323,5.09023
1989-09-02,603.75808,796.78339,1692.65635,733.58315,1434.90375,38.58295,4.29944,41.91293,5.07464
1989-09-03,604.17675,797.36084,1694.76327,734.10758,1436.66313,38.56863,4.29543,41.89776,5.07001
1989-09-04,604.74354,798.13428,1697.70597,734.81276,1439.13019,38.54484,4.28932,41.87231,5.06289
1989-09-05,607.02654,801.18982,1710.35898,737.61434,1449.81069,38.41085,4.25869,41.72742,5.0269
1989-09-06,598.42794,789.89586,1661.79171,727.20145,1408.58221,38.96582,4.38095,42.33117,5.17142
1989-09-07,600.15566,792.21228,1671.19956,729.32406,1416.51847,38.86528,4.35752,42.22252,5.1439
1989-09-08,598.7402,790.37396,1663.10545,727.62372,1409.6259,38.96908,4.37998,42.33576,5.17052
1989-09-09,599.03529,790.78762,1664.50877,727.99779,1410.78953,38.96237,4.37764,42.32885,5.16786
1989-09-10,599.39189,791.28288,1666.25498,728.44704,1412.24354,38.95167,4.37441,42.31762,5.16415
1989-09-11,599.70472,791.72003,1667.75684,728.84259,1413.49055,38.94387,4.37184,42.30953,5.1612
1989-09-12,598.40247,790.03014,1660.29736,727.27873,1407.13736,39.04071,4.39276,42.41521,5.18601
1989-09-13,591.98272,781.60535,1624.54875,719.50947,1376.78585,39.47082,4.48872,42.88331,5.2995
1989-09-14,585.12976,772.60854,1586.81763,711.21342,1344.75551,39.9391,4.59438,43.39291,5.42445
1989-09-15,590.39651,779.61981,1615.29401,717.6517,1368.82863,39.59077,4.51337,43.01541,5.32904
1989-09-16,591.54914,781.17152,1621.39375,719.07201,1373.96667,39.52599,4.49774,42.94551,5.31071
1989-09-17,592.23819,782.10723,1624.94578,719.92623,1376.94955,39.49268,4.48931,42.90975,5.30086
1989-09-18,592.19366,782.07171,1624.46479,719.8872,1376.51725,39.50853,4.49205,42.92735,5.3042
1989-09-19,587.92615,776.48208,1600.90998,714.72935,1356.50963,39.80497,4.55861,43.25019,5.38297
1989-09-20,584.04091,771.39554,1579.60708,710.03515,1338.41259,40.07989,4.62071,43.54965,5.45649
1989-09-21,583.28167,770.41797,1575.27952,709.12854,1334.71982,40.14491,4.63483,43.62072,5.47326
1989-09-22,585.29052,773.10982,1585.96681,711.59561,1343.7352,40.01881,4.60483,43.48436,5.43801
1989-09-23,580.97924,767.46088,1562.46597,706.38353,1323.77659,40.32537,4.67451,43.81822,5.52048
1989-09-24,572.60384,756.45053,1517.31516,696.23469,1285.46841,40.91814,4.81106,44.46324,5.68197
1989-09-25,568.33219,750.85217,1494.54758,691.07003,1266.13448,41.23541,4.88475,44.80879,5.76921
1989-09-26,569.02859,751.79722,1498.00274,691.9329,1269.03637,41.19819,4.87501,44.76878,5.75781
1989-09-27,562.72809,743.52177,1464.71514,684.303,1240.7878,41.66641,4.98488,45.27845,5.8878
1989-09-28,572.62799,756.66519,1516.20052,696.38243,1284.33967,40.94455,4.81122,44.49515,5.68298
1989-09-29,568.01974,750.62155,1491.67134,690.80781,1263.51554,41.28604,4.89056,44.86704,5.7769
1989-09-30,569.3384,752.39484,1498.40807,692.43139,1269.19117,41.20345,4.87005,44.77784,5.75281
1989-10-01,570.77046,754.31897,1505.74879,694.19355,1275.37695,41.11362,4.84784,44.68078,5.72672
1989-10-02,572.44234,756.56283,1514.37486,696.2491,1282.6485,41.0072,4.82174,44.56573,5.69605
1989-10-03,580.15906,766.82232,1555.11193,705.6739,1317.091,40.46696,4.69371,43.97967,5.54507
1989-10-04,584.45147,772.55014,1577.99682,710.92999,1336.41734,40.18053,4.62629,43.66932,5.46565
1989-10-05,581.48263,768.66666,1561.76749,707.34516,1322.63071,40.3989,4.67557,43.90733,5.52405
1989-10-06,587.37823,776.51821,1593.31162,714.55463,1349.28522,40.00273,4.58285,43.47774,5.41476
1989-10-07,590.07406,780.12801,1607.7557,717.86362,1361.46957,39.83311,4.543,43.29416,5.36786
1989-10-08,592.17894,782.95053,1619.01692,720.45014,1370.96422,39.7053,4.51286,43.1559,5.33241
1989-10-09,593.05799,784.14004,1623.55954,721.53724,1374.78238,39.66128,4.50187,43.10851,5.31954
1989-10-10,592.10649,782.90868,1618.07983,720.3967,1370.11457,39.73997,4.51874,43.19447,5.33958
1989-10-11,598.09719,790.88878,1650.68891,727.72352,1397.66471,39.35123,4.42935,42.77291,5.2342
1989-10-12,593.02837,784.23458,1622.52774,721.58728,1373.76956,39.69848,4.50656,43.15113,5.32563
1989-10-13,555.37401,734.5358,1416.50132,675.83275,1199.23061,42.23068,5.08048,45.90512,6.00424
1989-10-14,555.53702,734.77364,1417.08703,676.04545,1199.70477,42.23447,5.08028,45.90965,6.00411
1989-10-15,554.63477,733.6052,1412.24819,674.96359,1195.58394,42.31909,5.09953,46.00211,6.02698
1989-10-16,554.56213,733.53113,1411.63224,674.88919,1195.04102,42.34087,5.10366,46.02619,6.03197
1989-10-17,553.40799,732.03121,1405.52848,673.50189,1189.84795,42.44495,5.12763,46.13983,6.06043
1989-10-18,552.39064,730.71103,1400.1317,672.28014,1185.2545,42.53894,5.14922,46.24248,6.08608
1989-10-19,560.14547,741.02803,1439.34428,681.75629,1218.39225,41.95573,5.00691,45.6096,5.91817
1989-10-20,564.64977,747.04035,1462.36873,687.27302,1237.82962,41.63238,4.92866,45.25908,5.82593
1989-10-21,563.65732,745.75299,1456.99067,686.08166,1233.25181,41.72108,4.94859,45.35598,5.84961
1989-10-22,562.05923,743.66929,1448.5116,684.1563,1226.04487,41.85467,4.97921,45.50175,5.88595
1989-10-23,560.28056,741.34806,1439.13327,682.01196,1218.07563,42.0024,5.01328,45.66293,5.92637
1989-10-24,555.83287,735.50765,1416.1255,676.62673,1198.55847,42.35039,5.09527,46.04207,6.02351
1989-10-25,550.38764,728.34825,1388.22962,670.02787,1174.90355,42.77989,5.19752,46.50987,6.14461
1989-10-26,544.91656,721.15423,1360.48671,663.39732,1151.37972,43.21977,5.30329,46.98898,6.26988
1989-10-27,541.39206,716.53134,1342.73154,659.13351,1136.31445,43.51431,5.37443,47.30999,6.3542
1989-10-28,540.81565,715.79101,1339.65021,658.44615,1133.68529,43.57676,5.38871,47.37835,6.3712
1989-10-29,539.94906,714.66833,1335.1434,657.40672,1129.84852,43.66251,5.40878,47.47205,6.39506
1989-10-30,539.51642,714.11768,1332.78477,656.89434,1127.83165,43.71348,5.42026,47.52791,6.40876
1989-10-31,547.87276,725.23702,1373.97923,667.10657,1162.63608,43.05078,5.25474,46.80855,6.21336
1989-11-01,550.05745,728.16851,1384.76748,669.79211,1171.72706,42.89439,5.21542,46.63927,6.16707
1989-11-02,548.60011,726.26817,1377.22111,668.03624,1165.31402,43.02375,5.24576,46.78047,6.20308
1989-11-03,545.14863,721.74041,1359.73266,663.86019,1150.47722,43.30937,5.31428,47.09182,6.28432
1989-11-04,543.39846,719.4544,1350.80725,661.74885,1142.89585,43.46403,5.3511,47.26059,6.32802
1989-11-05,540.99942,716.31427,1338.70659,658.85086,1132.6238,43.67125,5.40098,47.48661,6.38719
1989-11-06,539.40529,714.23329,1330.62248,656.92892,1125.75621,43.8157,5.43555,47.64426,6.42824
1989-11-07,540.36056,715.52457,1335.13106,658.10928,1129.54601,43.754,5.41909,47.5777,6.40891
1989-11-08,544.93675,721.63624,1357.63595,663.71612,1148.53629,43.39777,5.32969,47.19137,6.30347
1989-11-09,543.25525,719.44056,1349.06878,661.68834,1141.25967,43.54693,5.36522,47.35417,6.34564
1989-11-10,549.32048,727.52784,1379.09775,669.1113,1166.61064,43.0745,5.24768,46.84152,6.20692
1989-11-11,551.21348,730.07156,1388.43146,671.44058,1174.47139,42.94086,5.21402,46.69689,6.16729
1989-11-12,552.76724,732.16218,1396.07094,673.35441,1180.90224,42.83486,5.18719,46.58225,6.13572
1989-11-13,553.39459,733.01721,1399.01738,674.13425,1183.37136,42.80179,5.17809,46.54674,6.12507
1989-11-14,548.70841,726.85465,1375.17911,668.45458,1163.16469,43.17857,5.26816,46.95733,6.23184
1989-11-15,549.495,727.92194,1378.90785,669.42905,1166.2946,43.13221,5.25575,46.9074,6.21728
1989-11-16,550.94744,729.87738,1386.01689,671.21897,1172.27736,43.03275,5.23044,46.79983,6.18751
1989-11-17,552.61931,732.12635,1394.27086,673.27766,1179.22589,42.9156,5.20096,46.67308,6.15281
1989-11-18,551.88064,731.17136,1390.34275,672.39304,1175.88063,42.98716,5.21729,46.75136,6.17225
1989-11-19,550.04745,728.77486,1380.93299,670.18033,1167.89168,43.14398,5.25433,46.92253,6.21623
1989-11-20,549.28255,727.78556,1376.88613,669.26376,1164.44621,43.21875,5.27149,47.0043,6.23665
1989-11-21,544.02506,720.86491,1350.40378,662.8873,1142.00649,43.64598,5.37465,47.46982,6.35893
1989-11-22,544.87014,722.01017,1354.40464,663.93354,1145.36592,43.59297,5.36053,47.41268,6.34235
1989-11-23,548.71426,727.15482,1373.41656,668.65052,1161.39555,43.29859,5.28706,47.09349,6.2557
1989-11-24,546.62579,724.42142,1362.79886,666.12765,1152.38471,43.47741,5.32969,47.28863,6.3063
1989-11-25,546.48994,724.26306,1361.9126,665.97598,1151.61456,43.50307,5.33492,47.31698,6.31261
1989-11-26,546.42786,724.20225,1361.39212,665.91416,1151.15377,43.52299,5.33874,47.33907,6.31725
1989-11-27,546.61465,724.472,1362.11338,666.15621,1151.74276,43.52311,5.3377,47.33963,6.31613
1989-11-28,548.86954,727.50075,1373.21497,668.93003,1161.09155,43.35713,5.29595,47.15987,6.26693
1989-11-29,540.64528,716.65086,1331.96047,658.93967,1126.16111,44.01997,5.45682,47.88184,6.45756
1989-11-30,546.21805,724.09236,1359.31499,665.76695,1149.23821,43.58073,5.34675,47.40514,6.32759
1989-12-01,552.55969,732.55507,1390.77979,673.5328,1175.78713,43.0888,5.22491,46.87115,6.18369
1989-12-02,552.6895,732.74926,1391.202,673.70517,1176.12284,43.09457,5.2252,46.87785,6.18415
1989-12-03,552.83026,732.9579,1391.67846,673.89089,1176.50439,43.09949,5.22528,46.88362,6.18436
1989-12-04,552.88497,733.05244,1391.7226,673.97183,1176.52055,43.11109,5.22699,46.89665,6.1865
1989-12-05,551.23367,730.89378,1383.21105,671.97864,1169.29592,43.25516,5.26082,47.05396,6.22669
1989-12-06,547.04578,725.38454,1362.0463,666.90173,1151.36298,43.59838,5.3432,47.42815,6.32441
1989-12-07,542.85582,719.87229,1341.04107,661.82193,1133.56609,43.94677,5.42748,47.80799,6.4244
1989-12-08,545.56712,723.5119,1354.30433,665.15607,1144.73568,43.74166,5.3757,47.58574,6.36334
1989-12-09,545.3907,723.29964,1353.20868,664.95489,1143.78894,43.77155,5.38193,47.61869,6.37083
1989-12-10,545.02165,722.83239,1351.1571,664.51926,1142.03388,43.81703,5.39199,47.6686,6.38285
1989-12-11,544.78845,722.54487,1349.77883,664.24893,1140.84827,43.85174,5.3994,47.70679,6.39174
1989-12-12,544.21788,721.81086,1346.73362,663.56785,1138.25286,43.91357,5.41349,47.77451,6.40855
1989-12-13,538.34058,714.06228,1317.51978,656.43173,1113.51787,44.40207,5.53282,48.30687,6.55005
1989-12-14,539.30793,715.37162,1322.0665,657.62807,1117.33611,44.33743,5.51559,48.23708,6.5298
1989-12-15,538.22624,713.96232,1316.56852,656.32564,1112.66565,44.44176,5.54042,48.3511,6.55934
1989-12-16,534.72194,709.35478,1299.28473,652.07886,1098.02086,44.74577,5.61508,48.68267,6.64795
1989-12-17,529.47972,702.44557,1273.68444,645.71524,1076.34506,45.19907,5.72768,49.17676,6.78151
1989-12-18,525.95183,697.80552,1256.574,641.43912,1061.84881,45.51532,5.80664,49.52169,6.87523
1989-12-19,525.15656,696.77376,1252.57781,640.4843,1058.45073,45.60044,5.82715,49.61479,6.89965
1989-12-20,529.78368,702.96431,1274.55847,646.16056,1076.97826,45.21291,5.72691,49.19424,6.78127
1989-12-21,528.39766,701.15309,1267.71259,644.48799,1071.16833,45.34662,5.75963,49.3403,6.82016
1989-12-22,527.64766,700.18094,1263.91861,643.58818,1067.94147,45.42699,5.77886,49.42823,6.84307
1989-12-23,525.82844,697.79829,1255.03379,641.38961,1060.40595,45.59937,5.82151,49.61646,6.89376
1989-12-24,524.42769,695.9672,1248.16382,639.69896,1054.57629,45.73713,5.85546,49.76694,6.93412
1989-12-25,523.18148,694.33962,1242.04085,638.19588,1049.37912,45.86249,5.88631,49.90391,6.97081
